order_id,customer_id,employee_id,order_date,freight
316,189,347,2025-11-15,38.33
317,6365,231,2023-09-12,132.71
318,3437,302,2023-08-16,148.11
319,988,480,2025-05-14,70.61
320,3873,161,2024-04-25,108.01
321,1240,160,2024-11-03,42.3
322,3396,434,2025-06-23,40.56
323,8966,148,2024-07-24,85.87
324,4430,23,2024-04-28,190.14
325,9774,459,2023-10-29,197.32
326,4571,71,2023-09-26,157.19
327,4493,40,2026-05-09,140.71
328,1267,66,2026-01-03,190.15
329,845,17,2023-09-01,156.78
330,3358,92,2023-11-10,197.51
331,1986,186,2025-11-23,37.37
332,2965,321,2026-05-31,27.87
333,7522,209,2023-08-11,162.64
334,7131,266,2026-05-04,110.38
335,5148,242,2024-09-24,54.31
336,8372,278,2024-11-05,16.6
337,2156,125,2023-07-16,166.42
338,570,500,2024-10-31,173.45
339,5044,125,2023-08-27,78.9
340,9830,445,2023-10-15,22.33
341,2273,58,2025-05-30,163.74
342,3658,317,2024-11-22,54.69
343,4242,173,2026-03-18,54.41
344,3823,245,2023-08-27,123.18
345,9405,82,2025-06-24,81.44
346,9729,413,2025-11-04,92.11
347,4930,405,2023-08-28,112.13
348,8155,205,2025-05-26,30.48
349,1188,358,2024-10-15,53.02
350,8761,433,2025-07-23,122.79
351,1366,394,2025-10-05,64.93
352,976,111,2025-07-08,31.8
353,6373,111,2026-05-14,170.78
354,4858,189,2025-04-10,18.79
355,4443,286,2025-04-13,49.13
356,2058,162,2024-03-16,148.72
357,8344,183,2026-06-03,106.68
358,6329,82,2025-07-06,132.24
359,7247,460,2023-11-03,108.34
360,3558,260,2023-11-01,124.92
361,7647,303,2025-03-16,56.59
362,8514,179,2023-08-20,143.3
363,6651,343,2024-02-13,21.37
364,1637,336,2025-07-01,59.12
365,7364,175,2024-08-26,197.04
366,5130,52,2026-06-04,166.86
367,739,60,2023-09-12,87.34
368,7476,179,2025-09-02,102.47
369,9408,234,2024-04-22,34.15
370,9800,302,2025-01-14,106.24
371,7107,311,2025-09-20,23.05
372,7635,94,2025-07-16,188.19
373,8157,232,2023-07-07,98.94
374,5959,309,2024-09-12,20.88
375,7161,173,2025-10-15,63.2
376,9561,468,2023-10-23,53.38
377,3854,8,2024-08-12,151.26
378,5410,262,2024-05-13,21.37
379,6309,111,2025-09-14,67.49
380,6068,215,2025-11-09,196.28
381,8999,307,2025-07-23,22.1
382,9472,154,2023-08-15,100.67
383,3635,285,2023-11-22,94.06
384,1756,359,2023-08-13,69.05
385,2433,310,2024-11-04,158.01
386,4658,337,2025-12-31,196.22
387,8601,1,2025-11-24,49.95
388,4524,4,2024-08-21,142.32
389,7160,197,2024-05-19,137.79
390,1063,205,2026-05-05,139.33
391,5253,188,2026-03-11,91.08
392,2964,424,2024-12-18,160.51
393,4875,124,2024-03-15,102.58
394,2482,73,2024-12-07,20.06
395,7514,168,2023-09-26,66.26
396,1967,387,2025-07-31,32.1
397,1751,218,2024-04-20,24.77
398,2379,238,2024-06-13,193.85
399,9432,215,2023-07-08,58.79
400,7384,362,2025-11-10,109.92
401,8959,485,2025-10-11,57.34
402,580,483,2024-11-27,74.63
403,5490,210,2023-07-27,107.58
404,2142,450,2026-03-19,18.94
405,5115,27,2023-09-29,114.29
406,6715,143,2023-12-17,44.6
407,8215,374,2025-03-28,39.63
408,4151,462,2025-06-25,32.75
409,6858,370,2025-03-08,108.37
410,2213,439,2023-06-20,32.14
411,1911,432,2024-06-05,165.01
412,1784,186,2024-01-06,89.86
413,4349,493,2026-05-10,78.31
414,4905,402,2025-09-29,144.22
415,4210,263,2025-11-27,92.9
416,1210,250,2025-05-05,87.19
417,89,6,2025-10-23,128.07
418,3372,122,2024-03-18,13.72
419,4893,457,2024-06-25,194.93
420,3887,367,2026-04-30,88.05
421,6848,351,2024-01-31,141.13
422,5339,257,2025-04-21,125.93
423,5404,167,2024-12-22,157.99
424,5051,453,2025-06-28,58.89
425,9979,459,2026-05-22,97.37
426,4092,470,2026-05-23,41.47
427,7113,257,2024-08-13,134.67
428,6877,116,2026-01-17,36.9
429,6245,336,2023-10-21,179.87
430,5326,131,2023-09-17,113.95
431,7347,77,2025-08-27,140.9
432,4602,111,2023-11-11,11.74
433,3352,411,2023-07-10,127.21
434,3452,255,2025-06-28,170.0
435,308,246,2026-02-23,117.74
436,8975,301,2024-09-04,20.83
437,9440,316,2025-05-22,140.35
438,61,187,2026-01-19,175.69
439,2526,303,2023-07-01,54.46
440,4398,104,2025-10-15,38.42
441,2039,214,2024-05-03,48.75
442,5538,453,2024-11-10,32.94
443,1375,404,2025-10-29,152.24
444,4088,151,2025-06-01,55.55
445,6546,255,2024-01-12,27.68
446,1732,41,2026-05-05,151.67
447,4785,418,2025-02-11,155.66
448,9134,193,2025-05-14,45.56
449,5007,490,2024-09-05,118.02
450,9876,188,2023-06-30,24.48
451,5977,364,2024-12-16,158.36
452,4544,17,2023-08-29,12.49
453,4929,391,2026-06-14,99.47
454,6696,270,2024-01-19,54.13
455,958,318,2023-11-22,195.06
456,5241,137,2026-01-14,130.96
457,6403,333,2024-04-25,39.69
458,3356,399,2025-12-05,192.42
459,8290,226,2025-06-13,58.51
460,9649,101,2023-11-30,86.7
461,6809,236,2024-12-26,79.3
462,7092,489,2025-06-27,43.38
463,3303,397,2026-02-05,24.37
464,8948,29,2025-02-21,116.7
465,225,372,2024-06-19,36.11
466,2910,189,2025-02-15,48.37
467,6577,188,2023-11-19,83.84
468,8310,66,2025-06-17,98.6
469,5355,178,2025-01-04,78.82
470,9943,433,2024-03-30,163.58
471,8599,288,2025-03-18,164.97
472,9601,227,2026-05-29,110.3
473,7118,303,2023-09-08,10.29
474,3233,307,2024-11-27,24.4
475,4879,286,2026-01-13,87.56
476,9356,141,2025-01-28,198.07
477,2446,106,2023-07-27,40.08
478,2459,69,2026-04-13,154.49
479,7419,467,2025-08-31,78.3
480,9146,44,2026-04-29,23.46
481,2037,203,2023-06-21,82.08
482,1440,148,2026-06-08,54.6
483,4290,20,2024-11-30,119.45
484,2874,45,2024-01-20,157.76
485,8329,218,2026-04-27,68.62
486,8535,491,2026-01-11,78.52
487,5357,292,2023-11-24,99.5
488,2303,141,2025-06-03,157.79
489,2592,97,2026-06-03,22.77
490,6176,215,2026-04-17,147.5
491,4224,74,2025-08-23,151.99
492,5299,41,2025-06-07,140.43
493,9808,89,2023-12-23,32.62
494,5792,219,2024-03-09,129.64
495,1711,483,2025-11-05,126.47
496,2633,336,2025-11-20,95.7
497,4673,377,2024-06-21,85.52
498,9136,35,2024-06-14,104.94
499,5840,238,2024-10-04,162.81
500,8113,63,2023-09-12,89.26
501,9056,18,2024-10-04,106.55
502,1566,483,2025-05-11,19.12
503,561,489,2024-01-29,172.4
504,3395,113,2025-07-05,127.01
505,553,13,2023-10-16,66.94
506,4850,197,2023-11-12,199.88
507,642,307,2026-05-15,46.88
508,9808,48,2023-10-09,133.32
509,5875,160,2023-08-29,68.28
510,607,57,2023-06-26,79.04
511,5946,262,2024-01-18,82.99
512,9454,279,2025-08-11,186.9
513,9606,416,2026-05-09,62.81
514,3414,309,2025-09-01,158.35
515,4154,200,2025-03-23,41.06
516,6980,132,2025-09-24,172.7
517,5444,204,2025-03-12,72.1
518,5587,353,2023-10-19,163.67
519,6143,22,2026-02-10,86.06
520,2474,370,2023-12-23,108.06
521,426,244,2024-08-24,128.55
522,3368,467,2026-02-03,110.14
523,8491,375,2023-09-14,118.53
524,1129,322,2026-01-14,163.65
525,2688,380,2026-02-07,10.14
526,6374,453,2026-02-11,152.07
527,8850,30,2025-07-20,57.55
528,2869,279,2026-06-02,53.89
529,4689,39,2025-05-11,128.49
530,370,365,2024-09-03,145.66
531,6976,201,2026-01-11,76.76
532,1560,263,2025-06-28,172.12
533,7322,399,2026-04-08,24.59
534,7240,243,2024-06-04,88.47
535,4025,121,2025-08-11,177.41
536,311,53,2026-03-05,37.2
537,3670,120,2025-05-27,153.31
538,5306,239,2023-08-20,15.31
539,8332,461,2023-08-02,131.11
540,9975,259,2025-12-28,117.85
541,8623,368,2025-12-07,79.73
542,4779,311,2024-11-16,122.14
543,554,266,2026-05-08,29.5
544,7383,465,2023-10-24,92.25
545,5451,48,2025-12-22,191.93
546,3847,253,2024-01-29,175.15
547,9684,24,2024-10-09,191.07
548,920,96,2025-03-17,68.82
549,1930,382,2026-04-21,115.65
550,1227,399,2026-03-23,119.0
551,1162,61,2023-06-26,179.66
552,1233,383,2024-11-12,186.14
553,4871,58,2023-09-19,194.44
554,2336,325,2023-09-16,157.76
555,5176,369,2024-03-08,133.8
556,4394,189,2025-11-14,112.47
557,6393,447,2025-03-03,129.88
558,9315,443,2025-02-28,122.8
559,9711,447,2025-07-18,169.17
560,3,315,2025-07-01,197.02
561,4978,37,2024-07-07,152.4
562,8572,341,2026-02-05,61.2
563,1250,91,2026-06-03,27.54
564,4387,116,2026-04-19,97.19
565,8908,43,2025-04-18,192.74
566,8092,65,2026-05-15,137.31
567,9252,256,2025-05-31,185.72
568,6341,123,2025-06-04,122.57
569,9400,23,2025-10-15,194.85
570,2047,479,2024-11-08,66.93
571,5878,205,2024-12-17,170.24
572,1739,397,2025-04-17,34.77
573,2858,210,2025-01-03,134.05
574,3586,309,2025-08-01,76.24
575,501,266,2026-04-21,18.3
576,3763,94,2024-02-21,50.79
577,6575,379,2026-04-09,168.64
578,1072,310,2024-02-05,10.8
579,1636,49,2025-05-23,76.77
580,3975,59,2025-12-05,36.08
581,3426,25,2023-08-29,91.87
582,7680,170,2025-01-25,103.89
583,4811,394,2023-08-24,158.96
584,1811,56,2023-11-07,119.34
585,8017,270,2024-03-23,145.16
586,3999,329,2024-05-25,163.19
587,7371,17,2026-06-07,168.01
588,3982,296,2025-02-07,105.34
589,2295,436,2025-01-09,171.1
590,2965,10,2026-04-15,45.43
591,3861,428,2023-07-18,67.81
592,7040,314,2024-02-21,197.67
593,9669,404,2026-03-13,18.53
594,6118,133,2025-09-15,181.26
595,2957,202,2025-03-02,156.54
596,1136,500,2025-10-02,168.49
597,760,30,2023-09-05,37.66
598,8838,197,2025-09-06,113.14
599,1535,298,2025-01-27,184.98
600,618,324,2024-03-08,53.49
601,7205,460,2025-12-14,134.24
602,4897,345,2025-12-21,58.9
603,5107,223,2025-08-26,88.62
604,7302,274,2025-09-24,135.76
605,3039,390,2026-04-29,172.55
606,1400,293,2026-05-11,12.74
607,206,345,2023-06-30,193.22
608,2065,191,2025-07-21,64.53
609,4174,208,2026-02-25,195.48
610,8301,130,2023-12-17,169.44
611,7430,421,2026-01-15,116.59
612,8350,77,2026-02-26,79.04
613,3590,385,2024-03-30,117.53
614,2449,11,2024-11-28,13.29
615,4147,32,2025-04-23,187.7
616,7425,409,2026-01-11,50.8
617,4044,342,2025-11-21,160.13
618,1894,485,2025-05-17,26.52
619,686,373,2023-11-17,96.12
620,6504,262,2024-01-20,175.21
621,4968,461,2025-11-05,16.79
622,6085,145,2024-08-11,135.36
623,4975,67,2025-01-01,150.9
624,7399,70,2025-03-29,67.62
625,1240,4,2025-12-18,54.59
626,5310,94,2023-07-17,173.38
627,7662,255,2026-05-05,28.44
628,4148,11,2023-12-14,102.26
629,5515,347,2026-02-01,55.18
630,3620,226,2025-04-28,65.77
631,5301,4,2025-04-05,196.72
632,268,170,2025-10-21,189.2
633,1427,365,2024-02-09,158.89
634,1301,466,2025-06-23,104.8
635,3320,369,2023-06-22,51.07
636,1077,240,2026-03-15,44.38
637,6147,434,2025-05-31,186.77
638,4575,469,2025-09-10,177.06
639,3547,148,2023-10-25,188.38
640,3932,82,2025-08-25,15.19
641,5137,468,2025-05-01,168.11
642,3510,474,2025-08-04,128.72
643,6791,280,2023-08-01,93.46
644,8126,483,2024-11-17,170.88
645,3710,48,2024-10-14,153.28
646,2854,128,2024-12-04,36.93
647,8950,197,2024-12-19,192.48
648,7203,223,2025-12-03,54.02
649,9035,413,2024-08-03,105.15
650,5480,156,2025-03-17,42.17
651,6947,123,2023-08-10,173.48
652,925,360,2024-04-03,190.96
653,175,40,2024-11-16,92.69
654,2950,26,2026-02-07,135.83
655,4826,250,2024-03-24,158.22
656,2649,189,2025-03-02,68.31
657,6709,53,2025-10-03,61.96
658,9113,181,2024-07-27,142.11
659,4138,438,2025-12-09,164.99
660,1211,358,2024-03-20,79.47
661,9855,123,2026-01-13,81.44
662,8460,261,2026-03-03,190.25
663,9438,407,2024-08-11,21.28
664,2461,144,2024-03-18,180.26
665,2407,131,2024-07-15,33.72
666,9297,182,2023-09-13,27.4
667,4718,481,2026-01-28,77.85
668,1276,391,2024-10-26,11.01
669,5530,86,2024-02-03,94.87
670,4218,335,2025-05-06,166.44
671,5112,242,2026-03-02,35.15
672,4096,151,2025-03-24,25.53
673,3992,79,2026-01-29,87.52
674,8143,342,2024-09-09,142.99
675,3553,221,2025-12-29,22.78
676,112,47,2026-03-07,117.96
677,3475,112,2025-06-15,126.84
678,4216,213,2026-02-04,95.49
679,9353,393,2023-11-15,93.81
680,6597,195,2026-02-02,178.89
681,2891,102,2024-03-06,149.33
682,5267,407,2025-12-31,63.77
683,8894,88,2024-10-26,103.36
684,9391,110,2024-02-19,165.58
685,6698,218,2024-09-06,42.18
686,845,422,2025-11-10,23.19
687,5472,455,2026-02-15,44.61
688,1009,242,2025-12-22,105.39
689,6669,154,2025-06-10,187.83
690,6691,230,2023-08-27,108.45
691,3283,457,2025-08-07,111.3
692,1144,475,2025-09-22,14.71
693,7656,143,2026-05-21,33.01
694,8178,427,2026-06-03,12.49
695,4099,323,2023-10-23,11.55
696,2405,459,2025-10-19,156.45
697,4734,253,2025-04-08,90.13
698,3607,127,2024-02-01,42.39
699,1808,301,2025-06-18,117.96
700,6039,345,2025-04-24,18.3
701,1971,310,2023-09-01,121.99
702,7789,478,2024-12-14,31.28
703,4066,448,2025-04-25,84.15
704,5306,479,2024-03-01,192.5
705,7041,58,2024-03-29,101.0
706,919,43,2025-12-22,50.49
707,9890,79,2026-03-03,162.43
708,1338,178,2024-04-28,81.77
709,9513,2,2024-09-18,167.46
710,5889,39,2025-04-20,167.18
711,6628,489,2025-01-06,42.13
712,6322,314,2023-07-11,115.14
713,2348,474,2023-07-09,33.9
714,5644,314,2024-06-16,146.88
715,1360,340,2025-12-08,124.96
716,9309,382,2024-06-27,103.0
717,4019,102,2024-10-08,180.99
718,9723,249,2024-02-13,185.71
719,6320,69,2024-06-07,32.27
720,1392,156,2026-03-08,173.61
721,2291,325,2024-02-05,32.5
722,9369,302,2024-06-11,198.58
723,226,446,2026-04-02,141.72
724,1886,498,2024-10-15,129.96
725,804,404,2025-10-03,32.08
726,6558,78,2025-04-29,157.78
727,3890,449,2026-05-17,107.93
728,7184,441,2023-11-27,19.03
729,6936,143,2023-12-03,113.01
730,5596,27,2025-06-19,185.48
731,9908,356,2025-09-12,154.07
732,3222,466,2024-04-02,51.82
733,1678,257,2026-04-13,81.14
734,5697,302,2026-02-24,165.17
735,6619,466,2024-08-26,69.84
736,2010,348,2024-09-28,74.27
737,5934,55,2023-11-10,106.76
738,6211,251,2025-09-26,124.15
739,6487,429,2025-07-19,11.49
740,7272,414,2025-02-18,165.47
741,2039,254,2024-01-16,61.53
742,4595,46,2024-04-04,30.78
743,5954,456,2025-11-04,98.09
744,8317,219,2025-02-10,152.92
745,8272,445,2024-11-09,44.81
746,1030,286,2026-04-27,49.25
747,1942,408,2024-02-24,84.4
748,9482,234,2024-06-15,48.7
749,581,74,2023-09-05,52.25
750,7640,103,2023-10-08,160.42
751,755,232,2024-10-27,162.36
752,4296,68,2026-05-29,28.96
753,615,1,2025-02-09,25.37
754,6370,226,2026-01-16,18.89
755,9025,44,2025-06-11,163.37
756,6732,468,2024-04-07,135.23
757,3817,114,2023-09-26,104.79
758,4159,26,2025-08-04,46.79
759,574,77,2025-12-19,108.53
760,1131,113,2024-10-16,159.26
761,915,169,2026-04-20,78.68
762,9205,459,2026-01-18,96.76
763,5081,229,2026-02-05,83.43
764,9416,373,2025-06-23,66.56
765,6095,30,2023-09-24,46.39
766,555,113,2025-01-28,130.62
767,2705,218,2025-05-22,130.87
768,7576,221,2025-01-17,150.13
769,6675,250,2026-04-10,13.05
770,5885,136,2023-10-01,111.76
771,2319,175,2025-10-22,70.81
772,8234,45,2025-10-28,109.16
773,3524,266,2024-02-22,73.77
774,5458,140,2024-08-05,61.35
775,8497,181,2025-05-11,190.81
776,2380,266,2025-07-25,160.04
777,1150,281,2024-09-14,17.78
778,8464,362,2024-08-05,52.89
779,4256,466,2024-03-15,162.87
